Cluster,Actb,Aqp4,Arr3,Ascl1,Atoh7,Car2,Ccdc136,Ccnd1,Cd9,Cdk4,Clu,Cnga1,Crx,Crym,Dapl1,Dkk3,Eef2,Elavl4,Fgf15,Gap43,Glul,Gng13,Gngt2,Grm6,Hbb-y,Hes1,Hes5,Hes6,Ier2,Igfbpl1,Isl1,Lhx1,Lhx2,Map1b,Mdk,Neurod1,Neurog2,Nfia,Nfib,Nfix,Notch1,Nr2e3,Nrl,Ntng1,Olig2,Onecut1,Onecut2,Opn1sw,Otx2,Pax6,Pcna,Pcp2,Pcp4,Pcsk1n,Pgk1,Pou4f2,Prdm1,Rbpms,Rcvrn,Rho,Rlbp1,Rom1,Sat1,Sfrp2,Sncg,Sox9,Tfap2a,Tfap2b,Thrb,Tpm3,Tulp1,Vsx1,Vsx2
9,2.07278987639799,0.000172854658493752,0.000172854658493752,0.209997969680604,0.00586406187977534,0.17359037160734,0.0618463575237959,0.248313644414283,0.00739038147812525,0.855811135617226,0.00155569192644377,0.000273968151787558,0.0154134369340378,0.0340662085066303,0.24345499594039,0.664054199361007,1.36036797743226,0.0629749817691095,0.152017968020472,0.176488647941667,0.218380569079878,0.000172854658493752,0.0286224135695459,0,0.0134990391815943,0.12267671084097,0.268892509711043,0.67189013397431,0.53835296578277,0.326812389214424,0.0316946553729279,0.0161376072061761,0.0877389460808915,0.429310856131511,0.212663184328287,0.171370902708016,0.316513678858875,0.0589829488046715,0.0868984121955097,0.0220700309410819,0.0822205935181036,0.0107463611547065,0.00511389858961261,0.00618039886866899,0.0480123519232889,0.027487270010576,0.469164166194815,0.00611772694141689,0.0522258611607711,1.20556922654456,0.0489963681390706,0.00086427329246876,0.00224711056041878,0.176097004568319,0.0470788725013407,0.00452359344893141,0.011711747940469,0.00642499469236268,0.00103712795096251,0.00138283726795002,0.00770671846701889,0.0164081960478942,0.0350434809908442,0.0715668964751807,0.0491237560751718,0.0543980756638319,0.134359124962071,0.82423977275124,0.00507152975250653,0.20932523642393,0.00926241039346266,0.000172854658493752,0.0297767494081008
10,2.34133268313814,0.000347094231627414,0,0.0454007086298528,0.000173547115813707,0.287078848384932,0.0531088102866103,0.122190262950638,0.00433867789534267,0.496474082185251,0.0171976058863175,0.00176496115204202,0.00634921472415278,0.0279621212426982,0.176972169338422,0.177258416563476,1.16890859866684,0.194970458154564,0.0311959422794178,0.305942542984294,0.185788647223836,0.000694188463254827,0.0336522641514451,0,0.000173547115813707,0.0262322767385051,0.0764538100638916,0.158966035399315,0.199230451212418,0.116899394681716,0.0118998946869218,0.000347094231627414,0.0975379598565853,0.363480308709947,0.129748805132423,0.202750786075362,0.207934169531813,0.03527124533007,0.0129014665580242,0.00468577212697009,0.0161693717645797,0.0133897901682908,0.00672579894968514,0.0373619541622284,0.00156192404232336,0.00277675385301931,0.134539206109695,0.0076360730958031,0.0268839266347105,1.34251720409954,0.0737348199221525,0.000694188463254827,0.0429979938112695,0.584315081128633,0.0472212569220888,0.00131634836555528,0.00399158366371526,0.00572705482185233,0.00290776240178359,0.0048564914995142,0.0093584956807957,0.0186875013676864,0.0375383862565533,0.0113100525217959,0.0252233117807974,0.0153311261794161,0.414449847582086,1.28801783918308,0.0129440051250736,0.206830061965144,0.0113100525217959,0,0.0126264008873512
35,2.48124784863961,0.00120338052180546,0,0.0259749234372691,0,0.332909494021125,0.0974738222662423,0.068411731405623,0.00361014156541638,0.452457053002908,0.00120338052180546,0.00431407404477083,0.00722028313083276,0.0180507078270819,0.0413870448863225,0.0423228027000946,0.93455671914595,0.101901901579272,0.0180507078270819,0.160145966242623,0.204507735637899,0,0.0192540883488874,0,0,0.0144405662616655,0.0614159372328287,0.111121936104527,0.258601036168006,0.0999945885781126,1.80174614450279,0,0.0168473273052764,0.387946986060246,0.118249780842098,0.443475118356679,0.901332108804379,0.00842366365263822,0.00722028313083276,0.00120338052180546,0.00962704417444368,0.0163478792628254,0.00361014156541638,0.0144405662616655,0.00240676104361092,0.00842366365263822,0.203394834284738,0.01514449874102,0.0192540883488874,0.985506901323234,0.0700005547016202,0,0.0720537291145606,0.564591892984079,0.0692966222222657,0.0060169026090273,0.0108304246962491,0.00722028313083276,0,0.00501800652412529,0.00722028313083276,0.01514449874102,0.381507303730408,0.00361014156541638,0.0481352208722184,0.0228642299143038,0.237089488895291,1.3254814879728,0.00481352208722184,0.205302147285898,0.00481352208722184,0,0.0108304246962491
26,1.40874238820798,0.242468932196893,0.00427070926103767,0.00165703210960499,0,1.25618409997401,0.0100703216446551,0.693231871729117,0.715078456986412,0.583594928772258,0.803356668489371,0.328136290887833,0.0294712746979083,0.472683729711091,0.865318792032034,0.399228776993985,0.756151312921152,0.00405375445526709,0.00600719877309954,0.011232044903288,1.59526144937761,0.00863024434082072,0.033515833133233,0.00405375445526709,0.000522735430286535,0.604832891847978,0.37407333711163,0.355354232075316,0.441813386107852,0.0023967223456621,0.0103975196707712,0,0.185623243649907,0.720326949616466,0.536988734490624,0.111523919973473,0.00906415395236187,0.184372739597544,0.122104755666757,0.0401830923435867,0.0293730804628744,0.102496388620368,0.084713843177991,0.00518805113458555,0,0,0.00104547086057307,0.0148518897470139,0.0308618293512771,0.471907703507133,0.00850211535379553,0.0110269666864828,0.0108100118807122,0.0471076329902341,0.0139464244624315,0.000522735430286535,0.00270250297017806,0.00488227051006959,0.284610765257294,0.580666036160768,0.916967986365551,0.31432987732031,0.292976858022452,0.00165703210960499,0.00278196037263494,0.188559319903463,0,0.0023967223456621,0.018828694972501,0.0105930570749417,0.163916947267429,0.000828516054802496,0.0530619498742938
27,1.41463398441882,0.00396210780509361,0.00155534676148269,0.143679088865953,0,0.929334373132395,0.021263643568499,1.08611970055411,0.402185248325862,0.428491927344195,0.00396210780509361,0.0107851851119271,0.0160529156572779,1.40570993806104,0.559205432329476,0.527616981826301,0.696524573452169,0.00060169026090273,0.0435949489058373,0.0183574344824371,0.463002089089628,0.00120338052180546,0.0385101359223924,0,0,0.998055786455695,1.16643653097474,0.572954114678912,0.626551682001458,0.0060169026090273,0.00060169026090273,0,0.36692793326914,0.52921633059665,0.427133133337104,0.0703662432157227,0.073215449667655,0.18811657601537,0.447289942794377,0.0847026080343188,0.278578518036918,0.0474462886779839,0.0199127812439198,0.00060169026090273,0.0104332188722499,0,0.0143953266773435,0.00361014156541638,0.112302821964694,0.533541136253251,0.047239546618077,0.00240676104361092,0.00120338052180546,0.0206619533075963,0.0478402572666709,0,0.00792421561018722,0.00215703702238542,0.00732252534928448,0.0223657614841616,0.757769818376654,0.0405089077045053,1.62852068329925,0.0433767940201768,0,0.263553180588849,0,0.00215703702238542,0.00431407404477083,0.0747353606700055,0.0191528257427445,0.000953656500579956,0.122429115746211
14,2.58078486419173,0,0,0.00576759352882412,0.00592838847553836,0.0222147861562437,0.0711855929651106,0.117316358306888,0.00298434186617431,0.338053973489823,0.0305726549062928,0.000237135539021534,0.00624611452818041,0.00251007078813124,0.0444880832773096,0.0783848856512172,1.05175501222901,1.0108464582709,0.0659950392085393,2.60780576459431,0.127915576134114,0.00142281323412921,0.00444745035711377,0,0.0299649726337331,0.0168730546865528,0.0324356820667807,0.147952081973359,0.137402542017083,0.894999037139204,0.925914510332832,0.000948542156086138,0.0150604247287874,1.93236653438515,0.0515440245636603,0.0525553276058818,0.0262821356551069,0.00923045639435472,0.0252576389872402,0.00440715510030352,0.007727052646605,0.000474271078043069,0.00118567769510767,0.072335611405248,0.000711406617064603,0.0249798221108816,0.406397810820471,0.00092646260728779,0.0120179579783178,0.706140325661816,0.0179641760813412,0.000474271078043069,0.00393288402226045,0.561688780489114,0.0477851291137592,0.147002669024428,0.00403130416336609,0.341721735654005,0.000787747209371894,0.000375850936937431,0.000711406617064603,0.0103758388326521,0.0394853852480055,0.0679199768876242,1.90261958325682,0.00592838847553836,0.00189708431217228,0.0123717293664568,0.00995969263890445,0.23883329018928,0.00725278156856193,0,0.0061655240145599
22,2.54453853663603,0,0,0.0117105814925451,0.0250074097554595,0.0745856784831781,0.0643691456207463,0.166763236045416,0.00507621480074795,0.629737500967989,0.00261564973796206,0,0.00523129947592412,0.000747328496560588,0.0992279458556608,0.0675214577844603,0.914316234318205,1.1349926672816,0.0620868884252012,1.57147179996267,0.138694056687747,0.00112099274484088,0.00507621480074795,0,0.0241330914630429,0.0224552549154254,0.0431343867297055,0.450568721398241,0.377482006293256,1.21539094622862,1.24143096874062,0.000747328496560588,0.0205234387760959,2.17252476065592,0.151386496487731,0.0859372060060179,0.0380973823269854,0.0114004121421927,0.01270458444153,0.00096590806966472,0.0143262312305071,0.000373664248280294,0.00149465699312118,0.00448397097936353,0,0.00806552878699031,0.374465996979257,0,0.0224491665021538,0.702309859930459,0.0150735597270677,0.000373664248280294,0.000373664248280294,0.137785555102739,0.0417588060301447,0.392078679161266,0.00373664248280294,0.0712855867835755,0,0,0,0.0084391930352706,0.0417307111508245,0.0805588264053992,0.544240806234687,0.00753677986353385,0.00186832124140147,0.0259959326541808,0.0225468446926736,0.20421350665867,0.00822061346216647,0.000373664248280294,0.0126129946642818
37,2.48213926937795,0,0,0.0241996521891253,0,0.0427899762523771,0.11092070471694,0.191092834772593,0.0086427329246876,0.127065070543255,0.0507152975250653,0.00518563975481256,0.0193077357152513,0.0237759638180644,0.0862691995517194,0.0524438441100028,1.30847289887479,0.830279497338818,0.0978639776061038,2.29391354383949,0.0966686436663789,0.00172854658493752,0.0542238103637751,0,0,0.0512717652340783,0.0909608993719632,0.100682204545267,0.0959230674093451,0.414580541155421,0.667517207394063,0,0.0331361083947515,2.13666055013793,0.0459251815362793,0.0615130796535812,0.0141220959604388,0.0155569192644377,0.0182966007823133,0.00345709316987504,0.0182966007823133,0.0116761377235018,0.0120998260945626,0.295194385001779,0,0.00691418633975008,0.0865601085848281,0.015902062214211,0.0344099877557639,0.529989344722429,0.0259281987740628,0,0.45313638397331,1.1438465305753,0.0311138385288754,0.190306696781773,0.0103712795096251,0.74800274649645,0.00345709316987504,0.00345709316987504,0.0120998260945626,0.0168617774783144,0.034864654979689,0.0106650027905637,2.39339229817841,0.0224711056041878,0.00518563975481256,0.0320857007511697,0.0207425590192502,0.301258380351578,0.0175791891303138,0,0.0148395076124382
5,0.865372734231692,0.00104566800763333,0,0.010086765215684,0,0.0199343240716728,0.0284081659914805,0.273223335550016,0.0145851031774962,0.898071311423266,0.0189206943511968,0,0.00300629552194583,0.00368204866892982,0.248683545314407,0.161998577813191,0.98578680543335,0.00483621453530416,0.16320830129735,0.0431141500249866,0.224642937174074,0.00308275509352949,0.000914959506679166,0,1.12871359794089,0.433072363558686,0.00818038663074199,0.0622125295138887,0.216394276515257,0.00250567216034232,0.00739613562501699,0.000784251005724999,0.318520388154526,0.23757800949793,1.50955939818239,0.00125283608017116,0.00491267410688783,0.000653542504770833,0.0479059432758644,0,0.0209898197242503,0.000130708500954167,0,0.0050976315372125,0,0.000130708500954167,0.0214584047986965,0,0.128057969471986,0.45811769124177,0.147930772321669,0,0.00169921051240417,0.0494868282845834,0.0747135689687376,0.000130708500954167,0,0.0255646172576461,0.000130708500954167,0.000261417001908333,0.00182991901335833,0.0120251820877833,0.0458910668321814,1.66818851874213,0.000468585074446163,0.0726916330390314,0.00104566800763333,0.00104566800763333,0.00980313757156249,0.257182081619042,0.00687330162120032,0,0.142653113101023
20,0.94952484829037,0.00260023058087868,0,0.00222876906932458,0,0.0126296913928393,0.026745228831895,0.251988100756137,0.00891507627729833,0.935169456360149,0.0225049817479662,0,0.00897819687518493,0.00445753813864917,0.36509328567802,0.310461483513508,1.06816485781997,0.00467482919336951,0.177070612993488,0.142200495293568,0.24921045892421,0.000742923023108194,0.000371461511554097,0,0.883061695321053,0.312901008845246,0.00786381234052263,0.0608007087748642,0.256343539042698,0.00222876906932458,0.010246751866681,0,0.314568227325898,0.174169271579439,1.68357166092567,0.00383419901227956,0.00764652128580229,0.00281752163559903,0.0551025449057796,0,0.0176759820977629,0,0,0.00408607662709507,0,0,0.0123213504791718,0,0.115378226488987,0.515763044123384,0.150218478090925,0.000371461511554097,0.00133167558938264,0.0592517421307612,0.0755049987801943,0,0,0.0263737673203409,0,0,0.000371461511554097,0.0122582298812852,0.0364663487301881,1.58032669275569,0.00631484569641965,0.0530910668911753,0.000371461511554097,0.000742923023108194,0.0159728449968262,0.253030133784959,0.00668630720797375,0.000742923023108194,0.151633941463489
34,0.90125804923576,0,0,0.00613404584566323,0,0.00102234097427721,0.0112457507170493,0.313167636165091,0.00204468194855441,0.995033136270887,0.00613404584566323,0,0.00102234097427721,0,0.156381275355884,0.283078017855963,1.19435202111881,0.00511170487138603,0.224105128956322,0.0437100733440741,0.47667122030033,0.00102234097427721,0,0,0.0972961138478631,0.282637050187718,0.00204468194855441,0.0191738899614212,0.11936663438861,0,0.00102234097427721,0,0.421382947009009,0.171562655453408,1.60107924700537,0.00613404584566323,0.048877082282644,0,0.0414916701039911,0,0.0143127736398809,0,0,0.00204468194855441,0,0,0.0298216095455675,0,0.0316925702025934,0.56234748309039,0.283191529716046,0,0,0.00920106876849485,0.0184021375369897,0,0,0.00408936389710882,0,0,0.00102234097427721,0.00102234097427721,0.00408936389710882,2.16980420758397,0.00204468194855441,0.0511955804461889,0,0,0.0102234097427721,0.25400484501191,0.00102234097427721,0,0.205433655346295
0,1.55991325241726,0.000674398891379593,0,0.0641829040529705,0.00230441595394965,0.0288596246777244,0.0252646052446278,1.71303660921115,0.0111747390512157,0.696440254714106,0.00748075705789209,6.74398891379593E-05,0.0018208770067249,0.0216370576541973,0.658010856213469,0.581245602305774,0.92578340240641,0.0172493997100534,1.22594689989312,0.0529469052253793,0.275187579838085,0.000916168364991969,0.00328174492016972,0,0.0307221656283811,0.461537132713711,0.371157051732885,0.220244863048319,0.466040826859699,0.0221330618109259,0.0131635565555774,0.000269759556551837,0.276218290743407,0.575412199795477,0.845615350868722,0.0185984228994996,0.0648755851413264,0.0099048408808535,0.0343106861757123,0.000404639334827756,0.0792603444755417,0.000106889695336457,0.000444089141026254,0.0157988926673069,0.000674398891379593,0.000674398891379593,0.0143774745600606,0.000269759556551837,0.0181516746161975,0.480463196472334,0.113363843512662,0.000269759556551837,0.000269759556551837,0.0253932057349938,0.057700961349641,0.00435560271102789,0.00134879778275919,0.0175026289069248,0,6.74398891379593E-05,0.00391669400535081,0.00738025644939328,0.0261554204275128,1.28836178806074,0.053802022788071,0.167325438740984,0.000539519113103674,0.00203465639739781,0.00456938210170081,0.173994890587402,0.00345089406929496,0.000337199445689796,0.164833992825871
