Cluster,Actb,Aqp4,Arr3,Ascl1,Atoh7,Car2,Ccdc136,Ccnd1,Cd9,Cdk4,Clu,Cnga1,Crx,Crym,Dapl1,Dkk3,Eef2,Elavl4,Fgf15,Gap43,Glul,Gng13,Gngt2,Grm6,Hbb-y,Hes1,Hes5,Hes6,Ier2,Igfbpl1,Isl1,Lhx1,Lhx2,Map1b,Mdk,Neurod1,Neurog2,Nfia,Nfib,Nfix,Notch1,Nr2e3,Nrl,Ntng1,Olig2,Onecut1,Onecut2,Opn1sw,Otx2,Pax6,Pcna,Pcp2,Pcp4,Pcsk1n,Pgk1,Pou4f2,Prdm1,Rbpms,Rcvrn,Rho,Rlbp1,Rom1,Sat1,Sfrp2,Sncg,Sox9,Tfap2a,Tfap2b,Thrb,Tpm3,Tulp1,Vsx1,Vsx2
16,1.52334740418758,0,0.000753693925944123,0.198837363561595,0.00326600701242453,0.125332312527324,0.0975676529002319,0.298891673286992,0.0312002843270997,0.495916594591607,0.0086888253885996,0.00366419921563878,0.386863975966429,0.0622237113472752,0.131444052296243,0.140398004017125,1.38431804086329,0.0102389037209722,0.0501010198096974,0.113108238640054,0.145128299371094,0.0115993306782943,0.497757242763437,0.000251231308648041,0.00125615654324021,0.0654832286658494,0.310586399263158,0.885964740721288,0.567279837385417,0.0111161665439698,0.014335389561369,0.000251231308648041,0.0959095368138739,0.694576022644317,0.281549932588906,1.65182945864103,0.0485115480910879,0.0312191737802127,0.320764792746657,0.037898148699628,0.13225310463673,0.0638539692521394,0.140336506938748,0.00301477570377649,0.029650205994727,0.0173587613240861,0.155666036455457,0.013433120260848,1.48472113267482,0.178645512559693,0.0462314723654977,0.0241141121156709,0.00791053401499069,0.0290812518695753,0.0235163841730922,0.00100492523459216,0.28024268954681,0.00301477570377649,0.00381116011020499,0.00812478283770606,0.0148037577571213,0.324297866746011,0.113549696064053,0.0144146534979274,0.013651871627963,0.118662895797585,0.00341296790699074,0.0153678003080149,0.0251091529859492,0.0887609666091305,0.0685545070185229,0.00090065482051033,0.0646432528639983
2,1.10908113550027,0.00011124172372973,0.00708383959523384,0.00239278444851998,0,0.26340523740793,0.0259304037305607,0.197679062545971,0.00635131701595799,0.101335581501643,0.0717059830024051,1.03279822475435,0.447408747854166,0.0332065799722023,0.016991058449888,0.00977689326813575,0.70948560654937,0.000333725171189189,0.000444966894918918,0.00159518963234665,0.039976429335654,0.0153997021381965,1.10034674623663,0.015846843809777,0,0.00871900950437253,0.0247027032306527,0.119012965938472,0.174523164032662,0.000732522579275852,0.0186300616796819,0.000222483447459459,0.0128349532823725,1.15976404788226,0.00624225006888985,1.37068358648693,0.000398797408086663,0.00324491273822738,0.0247901859999614,0.00869793197764572,0.0186656924031507,1.9211936342861,1.04207332663246,0.0041264825413634,0.000176313960627204,0.000444966894918918,0.005154924791698,0.0282103150168597,0.603421338981172,0.00885299688045801,0.0397976054784207,0.0789157004740215,0.0275946896148189,0.0967669871316845,0.00651090300318156,0,0.0495492527792299,0.0055915276999151,0.969079883050782,2.0648222501759,0.021094288687863,2.16799457570582,0.0298805723112969,0.000510039131816393,0.000889933789837837,0.00618354815475605,0.000287555684356934,0.00232771221162251,0.0371130969049441,0.00984815471507345,1.26942009961271,0.00321764600146034,0.0286632565675312
11,1.22182798253389,0.00140310060237123,0.0100469838348067,0.000361862271239857,0,0.188567435376543,0.00514145957752807,0.676664169727936,0.00847655585592258,0.619347452104876,0.0531976168200788,1.26848574934679,0.150997366809166,0.00982354923195342,0.273378455995081,0.00581140231802103,0.726339955957693,0.00187080080316163,0,0.00155328701450998,0.0405206736004348,0.0135121775039001,0.104496142087768,0.00719643414747606,0,0.00700282706129115,0.342645767314355,0.495561536291786,0.428545576027386,0.00057353813034096,0.0107982104696012,0.00028676906517048,0.0029563876168812,0.977339460987556,0.567366348523548,0.483603922700761,0.000467700200790408,0.0122149148310794,0.0056567508920731,0.00288129441081183,0.00303148082295058,0.531616969361081,0.361798516169367,0.0141599407022343,0,0,0.00129726267282067,0.0283929543620144,0.151064651282685,0.383899848155431,0.00583768202769303,0.0255813709366499,0.0249897640333928,0.0747090973187806,0.00594351995724358,0,0.0131092093812385,0.00482718842004284,1.17806331568896,1.9451475781686,0.0192091661093189,1.25694916370085,0.0145046620091,0.000180931135619928,0.00108558681371957,0.00288129441081183,0.00028676906517048,0.00324315668205168,0.0292635033445345,0.00375520536543029,0.732984379337129,0.00101049360765019,0.00710419997703253
15,1.16625977183087,0,0.00386154733103385,0.0653884240663393,0.000735304646987212,0.150334079024255,0.32607052968019,0.217364091352671,0.0158530946599936,0.287820713506019,0.0248802030917693,0.180173755728692,0.509587336483588,0.0445192374906008,0.0681486121956086,0.068624380359187,0.934188406870974,0.0064559380360224,0.0152151236595599,0.0297453769280214,0.106273483357963,0.0200198209929212,1.39497005561613,0.0016139845090056,0,0.0386844169717061,0.142704982462037,0.566716256340989,0.306958825885028,0.0125233993080179,0.00837510154692168,0.00098040619598295,0.0812030653826988,1.24151550171324,0.10126213781924,1.73235851685249,0.0258554396118016,0.015871523231825,0.321812822164819,0.0328672269246569,0.0930468448092164,1.30387289653303,0.719279489650842,0.00455520309695445,0.0107243907029145,0.0142575387228194,0.104632284902304,0.0769718900209085,1.45839999395007,0.0939115098982607,0.044409820986699,0.114259972703253,0.00860177452408609,0.0483730946516974,0.0121949999968889,0.000490203097991475,0.318458628519982,0.00098040619598295,0.0621271924920908,0.291199052710697,0.0119082495668266,1.32988409159704,0.0735497124819844,0.00827337521295712,0.00882365576384654,0.0434526350999513,0.00514713252891048,0.0189376884629737,0.0323397676330099,0.0477995937915727,0.683772642655016,0.000490203097991475,0.0330750722799972
23,0.897894903991679,0,0.0129011041789203,0.000973782320232639,0,0.312266361117385,0.00797493142794306,0.0616672139169973,0.00631174077865417,0.0659537830062521,0.105602032417521,1.45745661122324,0.553030445146828,0.036376003307008,0.0134058396418946,0.00533795845842153,0.615810268125897,0.000597071896015277,0.000376710424217362,0.000753420848434723,0.0396542956679174,0.0108322658692625,1.00990203803605,0.0210034473231313,0,0.00480489908178472,0.0248419287767368,0.0973561379471035,0.172789989457506,0.000753420848434723,0.0186508483447861,0,0.00662443868349306,1.23883206501517,0.00436417613818889,1.24657862612945,0.000753420848434723,0.00263697296952153,0.0125594690379299,0.00700114910771042,0.0170159816091597,1.90862727977931,1.2565960683323,0.00640407721169515,0.000376710424217362,0.000376710424217362,0.00188355212108681,0.0344726861619153,0.499860118064371,0.00248062401710208,0.0583974804457445,0.0483475726610682,0.0249558377538759,0.176672185765418,0.00737785953192779,0,0.0585538293981639,0.0121827586137125,1.94305308666518,3.147430396324,0.0243938411410875,2.50902403150386,0.0313949902487979,0.000376710424217362,0.000376710424217362,0.00602736678747779,0.00113013127265208,0.000376710424217362,0.0461507093126535,0.010768253349884,1.49557399384833,0.00700114910771042,0.0288220297986549
19,1.06530045706558,0.000690041991597755,0.512364840040791,0.0125380112351771,0.000690041991597755,0.286258124484952,0.667463605937076,0.317200460063838,0.0164504975753823,0.246678684516047,0.196778040766394,0.612209826184331,0.480269813850411,0.0347552744430915,0.0676579250627308,0.0257401231970744,0.736755624047525,0.00207012597479327,0.0121929902393782,0.01026606091588,0.0623362163234401,0.0385650894637514,1.83886065782599,0.0205005588612485,0,0.0290624534070368,0.0971603456684302,0.238904466491036,0.23907989158635,0.00537713928148698,0.0272934185884431,0.00138008398319551,0.0303945340586324,1.28560025349511,0.134851326827606,1.11616880916472,0.00675722326468249,0.0157199302520346,0.0799106664531374,0.0146081372099704,0.0324646600334257,0.812290837754628,0.452370200239838,0.0146611431975451,0.00103506298739663,0.00345020995798878,0.0229472688023522,2.27843733917358,0.653595319554935,0.0768297335690957,0.0403155739787136,0.0529439193822028,0.0531381271139381,0.176757185133174,0.00882734923947576,0,0.117705643215019,0.00434207629409035,1.24264263561718,1.13378072383317,0.0234884924370208,1.22887290548352,0.04135119869502,0.00276016796639102,0.00379523095378765,0.0212221638233578,0.00227195031929708,0.0150039469955593,0.200922677177058,0.0245291771300515,1.17264382078241,0.0104943882541712,0.0383367621254603
21,1.49286293378415,0.000372860236987598,0.00767531399639971,0.070912910732563,0.00223716142192559,0.124515788254987,0.853616168010545,0.496957328662159,0.019452090599663,0.302543609645829,0.0552539627713322,0.00230051969823349,0.388170525565229,0.0766129678253769,0.228537508254578,0.13665257656323,0.999366307480542,0.0172782874540453,0.178366027506726,0.0550925294241293,0.14386181645662,0.0178692569476807,1.41478589175452,0.000372860236987598,0.00938486420099786,0.132904881202942,0.221311231078575,0.405634641483441,0.366346877349689,0.0160878770536664,0.00804817423338731,0.00208241044158574,0.116917197268621,1.37556668893879,0.154220318877366,1.21221060441253,0.0453525789545146,0.0181154006320525,0.172678756272437,0.0123043878205907,0.052707299388727,0.093366994272514,0.0591032063809576,0.0140139380251889,0.0107849124449163,0.0159415974864348,0.0925064837834982,0.767035136519045,0.881152414500465,0.150046296559066,0.0531995867574706,0.0448224705168108,0.0158221703546788,0.069169825725626,0.0252631034111247,0.00261002165891319,0.298363634982686,0.00969436616167756,0.155806372713232,0.00491054135714668,0.0189244793823356,0.111979474473794,0.0399947274825648,0.0469468871738435,0.0432871113391452,0.0450319853923272,0.00484718308083878,0.022188828811192,0.535385015009329,0.0846185287893206,0.75611000909328,0,0.0483176868820446
38,1.91472237739153,0,0,0.0140740544276131,0,0.0562962177104524,0.13576171558064,0.0554337860515925,0.0105555408207098,0.184756357848154,0.0422221632828393,0,0.0211110816414197,0.0211110816414197,0.033724820980445,0.0568941011401802,1.11153397232951,0.0668517585311622,0.0175925680345164,0.931447663143232,0.107613606725414,0.0105555408207098,0.0351851360690328,0.00351851360690328,0,0.0161322529459287,0.0357830194987606,0.0679844669134679,0.053375587533277,0.00703702721380655,0.0126137393390254,0.898813942589742,0.00351851360690328,0.53722278745115,0.038703649675936,0.0477988754080581,0.0457406768897426,0.0442803618011549,0.00351851360690328,0.00351851360690328,0.0211110816414197,0.0105555408207098,0.0105555408207098,0.0949998673863884,0.0140740544276131,0.243973205735782,1.3074056276538,0.0105555408207098,0.0372433345873483,0.766144847134786,0.0668517585311622,0.00351851360690328,0.00703702721380655,1.63807919606106,0.0598147313173557,0.00703702721380655,0.0105555408207098,0,0,0.0217089650711475,0.00703702721380655,0.0246295952483229,0.038703649675936,0,0.73682569695429,0.0689099570494778,0.208523521437617,1.45339487187765,0.0105555408207098,2.07146977695047,0.0140740544276131,0.00351851360690328,0.0246295952483229
24,1.54184505061893,0.000994317130537211,0.00926814615313877,0.00621983236660128,0.000384654373229714,0.220569079411084,0.0370292496766417,0.275166121645423,0.00567553200421963,0.348184393465898,0.0369997022213038,0.132086852307935,0.212608741149271,0.03429838223191,0.0800597508093604,0.015452163580152,1.09561064268483,0.0110606932294356,0.000994317130537211,0.036449134374672,0.0991483297410792,0.186233521494873,0.365156912241326,0.530175908697959,0.000769308746459429,0.00795453704429769,0.0433370981532189,0.335690055669772,0.342253640293884,0.0118300019758951,0.952554110956602,0,0.0350764303551553,0.717285035103038,0.0706324249338039,0.502259382988264,0.0115107099975912,0.0971660811799474,0.172868861520997,0.0365792329084861,0.018180559132348,0.328846248251026,0.147100060992594,0.256053075631379,0,0,0.0689335351956955,0.0381542915970306,0.928930807424259,0.0541032299323057,0.0554272971967421,0.303626700569076,0.729905846061519,0.331981596734348,0.0169612336177331,0,0.022092465259571,0.00153861749291886,0.16961829738415,0.577242172133085,0.0252350626403346,0.55227763974001,0.0712333483143255,0.00214828025022635,0.000384654373229714,0.0395401568410853,0.00291758899668578,0.0192270774332732,0.0124038497936146,0.0862140607917324,0.209280335319583,0.327889619813757,0.411878413393597
25,1.26601446685242,0.00454871820455565,0.0050789790447606,0.0020056342030091,0,0.226823690667162,0.0970189809642286,0.570661288409867,0.0253669012514163,0.494374450557711,0.0614883711049555,0.429226688147845,0.128675057373969,0.0272308159220778,0.17019989229714,0.0195484334300079,0.835599803843972,0.00431407404477083,0,0.0104672996117338,0.0898851106180048,0.875508222791589,0.117321892018357,0.44259050746166,0,0.0119971096117133,0.200958011258052,0.393245949086506,0.335163933781646,0.00080225368120364,0.750053789246596,0,0.00996066261095026,0.729342704425995,0.408575232008978,0.323838892012823,0.00080225368120364,0.0426330964281287,0.0227737507456596,0.00869630956850948,0.00655435240756475,0.246325742559493,0.151083237576321,0.464555255576363,0,0,0.0143802468159028,0.0301209028880625,0.345329953664962,0.238601037079816,0.022803910468541,1.86879213287075,1.46643713852522,0.238855741350506,0.011738841612507,0,0.00799237708915503,0.000635771000386637,0.419601498552924,0.844888575578528,0.031850273354646,0.582844019896102,0.0247492252257874,0,0,0.0122081299320767,0,0.00789405588730584,0.0115041974527222,0.0325672776009203,0.284149473967072,0.0247728490652088,0.352097733219707
